-0.69,-0.725,-0.5375
-0.69,-0.725,-0.3225
-0.69,-0.725,-0.1075
-0.69,-0.725,0.1075
-0.69,-0.725,0.3225
-0.69,-0.725,0.5375
-0.69,-0.435,-0.5375
-0.69,-0.435,-0.3225
-0.69,-0.435,-0.1075
-0.69,-0.435,0.1075
-0.69,-0.435,0.3225
-0.69,-0.435,0.5375
-0.69,-0.145,-0.5375
-0.69,-0.145,-0.3225
-0.69,-0.145,-0.1075
-0.69,-0.145,0.1075
-0.69,-0.145,0.3225
-0.69,-0.145,0.5375
-0.69,0.145,-0.5375
-0.69,0.145,-0.3225
-0.69,0.145,-0.1075
-0.69,0.145,0.1075
-0.69,0.145,0.3225
-0.69,0.145,0.5375
-0.69,0.435,-0.5375
-0.69,0.435,-0.3225
-0.69,0.435,-0.1075
-0.69,0.435,0.1075
-0.69,0.435,0.3225
-0.69,0.435,0.5375
-0.69,0.725,-0.5375
-0.69,0.725,-0.3225
-0.69,0.725,-0.1075
-0.69,0.725,0.1075
-0.69,0.725,0.3225
-0.69,0.725,0.5375
-0.46,-0.725,-0.5375
-0.46,-0.725,-0.3225
-0.46,-0.725,-0.1075
-0.46,-0.725,0.1075
-0.46,-0.725,0.3225
-0.46,-0.725,0.5375
-0.46,-0.435,-0.5375
-0.46,-0.435,0.5375
-0.46,-0.145,-0.5375
-0.46,-0.145,0.5375
-0.46,0.145,-0.5375
-0.46,0.145,0.5375
-0.46,0.435,-0.5375
-0.46,0.435,0.5375
-0.46,0.725,-0.5375
-0.46,0.725,-0.3225
-0.46,0.725,-0.1075
-0.46,0.725,0.1075
-0.46,0.725,0.3225
-0.46,0.725,0.5375
-0.23,-0.725,-0.5375
-0.23,-0.725,-0.3225
-0.23,-0.725,-0.1075
-0.23,-0.725,0.1075
-0.23,-0.725,0.3225
-0.23,-0.725,0.5375
-0.23,-0.435,-0.5375
-0.23,-0.435,0.5375
-0.23,-0.145,-0.5375
-0.23,-0.145,0.5375
-0.23,0.145,-0.5375
-0.23,0.145,0.5375
-0.23,0.435,-0.5375
-0.23,0.435,0.5375
-0.23,0.725,-0.5375
-0.23,0.725,-0.3225
-0.23,0.725,-0.1075
-0.23,0.725,0.1075
-0.23,0.725,0.3225
-0.23,0.725,0.5375
0,-0.725,-0.5375
0,-0.725,-0.3225
0,-0.725,-0.1075
0,-0.725,0.1075
0,-0.725,0.3225
0,-0.725,0.5375
0,-0.435,-0.5375
0,-0.435,0.5375
0,-0.145,-0.5375
0,-0.145,0.5375
0,0.145,-0.5375
0,0.145,0.5375
0,0.435,-0.5375
0,0.435,0.5375
0,0.725,-0.5375
0,0.725,-0.3225
0,0.725,-0.1075
0,0.725,0.1075
0,0.725,0.3225
0,0.725,0.5375
0.23,-0.725,-0.5375
0.23,-0.725,-0.3225
0.23,-0.725,-0.1075
0.23,-0.725,0.1075
0.23,-0.725,0.3225
0.23,-0.725,0.5375
0.23,-0.435,-0.5375
0.23,-0.435,0.5375
0.23,-0.145,-0.5375
0.23,-0.145,0.5375
0.23,0.145,-0.5375
0.23,0.145,0.5375
0.23,0.435,-0.5375
0.23,0.435,0.5375
0.23,0.725,-0.5375
0.23,0.725,-0.3225
0.23,0.725,-0.1075
0.23,0.725,0.1075
0.23,0.725,0.3225
0.23,0.725,0.5375
0.46,-0.725,-0.5375
0.46,-0.725,-0.3225
0.46,-0.725,-0.1075
0.46,-0.725,0.1075
0.46,-0.725,0.3225
0.46,-0.725,0.5375
0.46,-0.435,-0.5375
0.46,-0.435,0.5375
0.46,-0.145,-0.5375
0.46,-0.145,0.5375
0.46,0.145,-0.5375
0.46,0.145,0.5375
0.46,0.435,-0.5375
0.46,0.435,0.5375
0.46,0.725,-0.5375
0.46,0.725,-0.3225
0.46,0.725,-0.1075
0.46,0.725,0.1075
0.46,0.725,0.3225
0.46,0.725,0.5375
0.69,-0.725,-0.5375
0.69,-0.725,-0.3225
0.69,-0.725,-0.1075
0.69,-0.725,0.1075
0.69,-0.725,0.3225
0.69,-0.725,0.5375
0.69,-0.435,-0.5375
0.69,-0.435,-0.3225
0.69,-0.435,-0.1075
0.69,-0.435,0.1075
0.69,-0.435,0.3225
0.69,-0.435,0.5375
0.69,-0.145,-0.5375
0.69,-0.145,-0.3225
0.69,-0.145,-0.1075
0.69,-0.145,0.1075
0.69,-0.145,0.3225
0.69,-0.145,0.5375
0.69,0.145,-0.5375
0.69,0.145,-0.3225
0.69,0.145,-0.1075
0.69,0.145,0.1075
0.69,0.145,0.3225
0.69,0.145,0.5375
0.69,0.435,-0.5375
0.69,0.435,-0.3225
0.69,0.435,-0.1075
0.69,0.435,0.1075
0.69,0.435,0.3225
0.69,0.435,0.5375
0.69,0.725,-0.5375
0.69,0.725,-0.3225
0.69,0.725,-0.1075
0.69,0.725,0.1075
0.69,0.725,0.3225
0.69,0.725,0.5375
-0.55,1.9775,0
-0.55,2.1725,0
-0.55,2.3675,0
-0.55,2.5625,0
-0.55,2.7575,0
-0.55,2.9525,0
-0.55,3.1475,0
-0.495,1.5875,0
-0.33,1.3925,0
-0.275,1.49,0
-0.275,1.9775,0
-0.275,2.1725,0
-0.275,2.3675,0
-0.275,2.5625,0
-0.275,2.7575,0
-0.275,2.9525,0
-0.275,3.1475,0
-0.165,1.1975,0
0,0.8075,0
0,1.0025,0
0,1.49,0
0,1.9775,0
0,2.1725,0
0,2.3675,0
0,2.5625,0
0,2.7575,0
0,2.9525,0
0,3.1475,0
0.165,1.1975,0
0.275,1.49,0
0.275,1.9775,0
0.275,2.1725,0
0.275,2.3675,0
0.275,2.5625,0
0.275,2.7575,0
0.275,2.9525,0
0.275,3.1475,0
0.33,1.3925,0
0.495,1.5875,0
0.55,1.9775,0
0.55,2.1725,0
0.55,2.3675,0
0.55,2.5625,0
0.55,2.7575,0
0.55,2.9525,0
0.55,3.1475,0
-0.55,1.77,0
-0.275,1.77,0
0,1.77,0
0.275,1.77,0
0.55,1.77,0
-0.55,-3.1475,0
-0.55,-2.9525,0
-0.55,-2.7575,0
-0.55,-2.5625,0
-0.55,-2.3675,0
-0.55,-2.1725,0
-0.55,-1.9775,0
-0.495,-1.5875,0
-0.33,-1.3925,0
-0.275,-3.1475,0
-0.275,-2.9525,0
-0.275,-2.7575,0
-0.275,-2.5625,0
-0.275,-2.3675,0
-0.275,-2.1725,0
-0.275,-1.9775,0
-0.275,-1.49,0
-0.165,-1.1975,0
0,-3.1475,0
0,-2.9525,0
0,-2.7575,0
0,-2.5625,0
0,-2.3675,0
0,-2.1725,0
0,-1.9775,0
0,-1.49,0
0,-1.0025,0
0,-0.8075,0
0.165,-1.1975,0
0.275,-3.1475,0
0.275,-2.9525,0
0.275,-2.7575,0
0.275,-2.5625,0
0.275,-2.3675,0
0.275,-2.1725,0
0.275,-1.9775,0
0.275,-1.49,0
0.33,-1.3925,0
0.495,-1.5875,0
0.55,-3.1475,0
0.55,-2.9525,0
0.55,-2.7575,0
0.55,-2.5625,0
0.55,-2.3675,0
0.55,-2.1725,0
0.55,-1.9775,0
-0.55,-1.77,0
-0.275,-1.77,0
0,-1.77,0
0.275,-1.77,0
0.55,-1.77,0
0.325,0.375,0.75
0.25,0.418301270189222,0.75
0.25,0.331698729810778,0.75
0.325,0.375,1
0.25,0.418301270189222,1
0.25,0.331698729810778,1
0.325,0.375,1.25
0.25,0.418301270189222,1.25
0.25,0.331698729810778,1.25
0.325,0.375,1.5
0.25,0.418301270189222,1.5
0.25,0.331698729810778,1.5
0.325,0.375,1.75
0.25,0.418301270189222,1.75
0.25,0.331698729810778,1.75
0.45,0.275,1.7
0.41180339887499,0.216221474770753,1.59819260790897
0.311803398874989,0.179894348370485,1.53527217929073
0.188196601125011,0.179894348370485,1.53527217929073
0.0881966011250105,0.216221474770753,1.59819260790897
0.05,0.275,1.7
0.0881966011250105,0.333778525229247,1.80180739209103
0.18819660112501,0.370105651629515,1.86472782070927
0.311803398874989,0.370105651629515,1.86472782070927
0.41180339887499,0.333778525229247,1.80180739209103
0.440211303259031,0.294245008972988,1.68888888888889
0.403884176858763,0.238343309535493,1.5920643052337
0.308778525229247,0.20379415925424,1.53222342158824
0.191221474770753,0.20379415925424,1.53222342158824
0.0961158231412373,0.238343309535493,1.5920643052337
0.0597886967409693,0.294245008972988,1.68888888888889
0.0961158231412373,0.350146708410482,1.78571347254407
0.191221474770753,0.384695858691735,1.84555435618954
0.308778525229247,0.384695858691735,1.84555435618954
0.403884176858763,0.350146708410482,1.78571347254407
0.41180339887499,0.313490017945975,1.67777777777778
0.380901699437495,0.265937192131217,1.59541386742314
0.3,0.236547929516594,1.54451017137763
0.2,0.236547929516594,1.54451017137763
0.119098300562505,0.265937192131217,1.59541386742314
0.0881966011250105,0.313490017945975,1.67777777777778
0.119098300562505,0.361042843760733,1.76014168813241
0.2,0.390432106375356,1.81104538417792
0.3,0.390432106375356,1.81104538417792
0.380901699437495,0.361042843760733,1.76014168813241
0.367557050458495,0.332735026918963,1.66666666666667
0.345105651629515,0.29818587663771,1.6068257830212
0.286327126400268,0.276833327481468,1.56984208301148
0.213672873599732,0.276833327481468,1.56984208301148
0.154894348370485,0.29818587663771,1.6068257830212
0.132442949541505,0.332735026918963,1.66666666666667
0.154894348370485,0.367284177200215,1.72650755031213
0.213672873599732,0.388636726356457,1.76349125032185
0.286327126400268,0.388636726356457,1.76349125032185
0.345105651629515,0.367284177200215,1.72650755031213
0.311803398874989,0.35198003589195,1.65555555555556
0.3,0.333816472691816,1.62409534124643
0.269098300562505,0.322590773277326,1.60465185951004
0.230901699437495,0.322590773277326,1.60465185951004
0.2,0.333816472691816,1.62409534124643
0.188196601125011,0.35198003589195,1.65555555555556
0.2,0.370143599092084,1.68701576986468
0.230901699437495,0.381369298506574,1.70645925160107
0.269098300562505,0.381369298506574,1.70645925160107
0.3,0.370143599092084,1.68701576986468
0.69,-0.4,-0.34150635094611
0.69,-0.61650635094611,-0.21650635094611
0.69,-0.833012701892219,-0.0915063509461096
0.69,-0.275,-0.125
0.69,-0.49150635094611,2.77555756156289e-17
0.69,-0.708012701892219,0.125
0.69,-0.15,0.0915063509461096
0.69,-0.36650635094611,0.21650635094611
0.69,-0.583012701892219,0.34150635094611
0.815,-0.4,-0.34150635094611
0.815,-0.61650635094611,-0.21650635094611
0.815,-0.833012701892219,-0.0915063509461096
0.815,-0.275,-0.125
0.815,-0.708012701892219,0.125
0.815,-0.15,0.0915063509461096
0.815,-0.36650635094611,0.21650635094611
0.815,-0.583012701892219,0.34150635094611
0.94,-0.4,-0.34150635094611
0.94,-0.61650635094611,-0.21650635094611
0.94,-0.833012701892219,-0.0915063509461096
0.94,-0.275,-0.125
0.94,-0.49150635094611,2.77555756156289e-17
0.94,-0.708012701892219,0.125
0.94,-0.15,0.0915063509461096
0.94,-0.36650635094611,0.21650635094611
0.94,-0.583012701892219,0.34150635094611
0.898333333333333,-0.924519052838329,0.25
0.856666666666667,-0.852350269189626,0.375
0.773333333333333,-0.852350269189626,0.375
0.731666666666667,-0.924519052838329,0.25
0.773333333333333,-0.996687836487032,0.125
0.856666666666667,-0.996687836487032,0.125
0.894254709691263,-0.84657676649773,0.205
0.854627354845631,-0.777940174535535,0.323882064536894
0.775372645154369,-0.777940174535535,0.323882064536894
0.735745290308737,-0.84657676649773,0.205
0.775372645154369,-0.915213358459924,0.0861179354631059
0.854627354845631,-0.915213358459924,0.0861179354631059
0.882418082864579,-0.76863448015713,0.16
0.84870904143229,-0.71024870772196,0.261127124296869
0.78129095856771,-0.71024870772196,0.261127124296869
0.747581917135421,-0.76863448015713,0.16
0.78129095856771,-0.8270202525923,0.0588728757031317
0.84870904143229,-0.8270202525923,0.0588728757031317
